bike_station_location,name,main_category,address,price,rating,review_count,status,distance_away
"45.51844688,-122.651685",NORMANDIE,Seafood,1005 SE Ankeny St,$$$,4.5,233,Open,519.8871000519845
"45.51844688,-122.651685",Le Pigeon,French,738 E Burnside St,$$$,4.5,1324,Open,682.7987886083994
"45.51844688,-122.651685",Canard,Wine Bars,734 E Burnside,$$,4.5,436,Open,681.9649689460682
"45.51844688,-122.651685",Fermenter,Vegan,1403 SE Belmont St,$$,4.5,92,Open,209.19613720582447
"45.51844688,-122.651685",Scotch Lodge,Cocktail Bars,215 SE 9th Ave,$$,4.5,157,Open,515.5544912678034
"45.51844688,-122.651685",Nong's Khao Man Gai,Thai,609 SE Ankeny St,$$,4.5,2159,Open,743.1068939681137
"45.51844688,-122.651685",Noble Rot,Wine Bars,1111 E Burnside St,$$$,4.0,700,Open,542.8254070050239
"45.51844688,-122.651685",kann,Caribbean,548 SE Ash St,n/a,4.5,202,Open,713.3057277828954
"45.51844688,-122.651685",Kabba’s Kitchen,Senegalese,722 SE 10th Ave,$$,5.0,57,Open,304.2223532185129
"45.51844688,-122.651685",Olympia Provisions,American (New),107 SE Washington St,$$,4.5,1094,Open,984.4783421761061
"45.51844688,-122.651685",Enoteca Nostrana,Wine Bars,1401 SE Morrison St,n/a,4.5,35,Open,94.7721240673031
"45.51844688,-122.651685",Nicholas Restaurant,Mediterranean,1109 SE Madison St,$$,4.0,1357,Open,612.7334254439617
"45.51844688,-122.651685",AFURI IZAKAYA,Ramen,923 SE 7th Ave,$$,4.0,1002,Open,632.0592482347199
"45.51844688,-122.651685",The Roof Deck at Revolution Hall,Bars,1300 SE Stark St,$$,4.0,125,Open,66.44083296005495
"45.51844688,-122.651685",There Be Monsters,Bars,1308 SE Morrison,$$,4.0,108,Open,152.0871807578663
"45.51844688,-122.651685",Sunee Thai & Lao Kitchen,Thai,1400 SE Stark St,$$,3.5,268,Open,79.02941988188446
"45.51515295,-122.665776",Shalom Y'all Restaurant,Middle Eastern,117 SE Taylor St,$$,4.5,346,Open,100.87377271922225
"45.51515295,-122.665776",Lechon,Tapas Bars,113 SW Naito Pkwy,$$$,4.5,1825,Open,788.4371134861874
"45.51515295,-122.665776",Clarklewis,American (New),1001 SE Water Ave,$$$,4.0,621,Open,29.78775811003859
"45.51515295,-122.665776",Luc Lac,Vietnamese,835 SW 2nd Ave,$$,4.0,4096,Open,775.7754910068953
"45.51515295,-122.665776",Olympia Provisions,American (New),107 SE Washington St,$$,4.5,1094,Open,447.10653338772494
"45.51515295,-122.665776",Q Restaurant & Bar,American (New),828 SW 2nd Ave,$$$,4.5,929,Open,743.8657954079706
"45.51515295,-122.665776",Nong's Khao Man Gai,Thai,609 SE Ankeny St,$$,4.5,2159,Open,941.292213137663
"45.51515295,-122.665776",Bunk Bar Water,Bars,1028 SE Water Ave,$$,3.5,385,Open,14.342200972999848
"45.51515295,-122.665776",Mother’s Bistro & Bar,Breakfast & Brunch,121 SW 3rd Ave,$$,4.5,4973,Open,1003.3026716429007
"45.51515295,-122.665776",AFURI IZAKAYA,Ramen,923 SE 7th Ave,$$,4.0,1002,Open,535.1002763042704
"45.51515295,-122.665776",Canard,Wine Bars,734 E Burnside,$$,4.5,436,Open,1044.8479613847378
"45.51515295,-122.665776",Kachka,Russian,960 SE 11th Ave,$$$,4.5,1111,Open,880.0549085406683
"45.51515295,-122.665776",kann,Caribbean,548 SE Ash St,n/a,4.5,202,Open,821.6341599725829
"45.51515295,-122.665776",Boke Bowl,Ramen,1028 SE Water Ave,$$,3.5,645,Open,23.839094131613884
"45.51515295,-122.665776",Le Pigeon,French,738 E Burnside St,$$$,4.5,1324,Open,1049.5221593856443
"45.51515295,-122.665776",Buranko Cafe & Bar,Asian Fusion,108 SW Pine St,$$,4.5,184,Open,833.2145405901075
"45.51515295,-122.665776",Raven’s Manor,Cocktail Bars,235 SW 1st Ave,$$,4.5,278,Open,807.6435608365135
"45.51515295,-122.665776",NORMANDIE,Seafood,1005 SE Ankeny St,$$$,4.5,233,Open,1136.2631911512092
"45.51515295,-122.665776",Scotch Lodge,Cocktail Bars,215 SE 9th Ave,$$,4.5,157,Open,978.8926597852453
"45.51515295,-122.665776",Portland City Grill,American (New),111 SW 5th Ave,$$$,4.0,3340,Open,1115.9800071964364
"45.51645917,-122.6189983",Musashi's Pdx,Japanese,4246 SE Belmont St,$$,4.5,101,Open,33.51144886552164
"45.51645917,-122.6189983",3 Doors Down Cafe & Lounge,Italian,1429 SE 37th Ave,$$$,4.5,405,Open,720.1398674283554
"45.51645917,-122.6189983",Horse Brass Pub,British,4534 SE Belmont St,$$,4.0,729,Open,285.04075753941504
"45.51645917,-122.6189983",Farmhouse Kitchen Thai Cuisine,Thai,3354 SE Hawthorne Blvd,$$,4.5,858,Open,986.9802235035718
"45.51645917,-122.6189983",Viking Soul Food,Scandinavian,4255 SE Belmont St,$$,4.5,260,Open,69.1305407452609
"45.51645917,-122.6189983",Slappy Cakes,Breakfast & Brunch,4246 SE Belmont St,$$,3.5,886,Open,34.6263315786916
"45.51645917,-122.6189983",Buddy’s Steaks,Cheesesteaks,4255 SE Belmont St,n/a,4.5,56,Open,57.57671574307647
"45.51645917,-122.6189983",Brazilian House,Food Trucks,4255 SE Belmont St,$,4.5,96,Open,55.61416589841365
"45.51645917,-122.6189983",Norah,Vegan,3801 SE Belmont St,$$,4.5,48,Open,412.8558041348951
"45.51645917,-122.6189983",Wajan,Indonesian,4611 E Burnside St,$$,4.5,251,Open,806.6225537009725
"45.51645917,-122.6189983",Never Coffee,Coffee & Tea,4243 SE Belmont St,$$,4.0,185,Open,42.425482214846895
"45.51645917,-122.6189983",Sapphire Hotel,Lounges,5008 SE Hawthorne Blvd,$$,4.5,487,Open,790.2862000602115
"45.51645917,-122.6189983",Por Qué No? Taqueria,Mexican,4635 SE Hawthorne Blvd,$$,4.0,1357,Open,605.5659387133104
"45.51645917,-122.6189983",Short Round,Vietnamese,3962 SE Hawthorne Blvd,$$,4.0,169,Open,550.3212323219207
"45.51645917,-122.6189983",Bamboo House,Vietnamese,4005 SE Hawthorne Blvd,$$,4.5,157,Open,499.3333382666383
"45.51645917,-122.6189983",Dwaraka Indian Cuisine,Indian,3962 SE Hawthorne Blvd,$$,4.0,556,Open,553.5002831308936
"45.51645917,-122.6189983",Apizza Scholls,Pizza,4741 SE Hawthorne Blvd,$$,4.0,1735,Open,664.116152286679
"45.51645917,-122.6189983",Tabor Tavern,American (New),5325 E Burnside St,$$,4.0,628,Open,1102.0509731569136
"45.51645917,-122.6189983",Baka Umai,Noodles,4703 SE Hawthorne Blvd,n/a,4.5,164,Open,607.394016877424
"45.51645917,-122.6189983",The Waffle Window,Breakfast & Brunch,3610 SE Hawthorne Blvd,$$,4.5,1867,Open,772.4979408716556
"45.52373453,-122.6372065",Screen Door Eastside,Southern,2337 E Burnside St,$$,4.5,8387,Open,355.89539360400306
"45.52373453,-122.6372065",Güero,Mexican,200 NE 28th Ave,$$,4.5,660,Open,81.96361370286911
"45.52373453,-122.6372065",Ankeny Tap & Table,American (Traditional),2724 SE Ankeny St,$$,4.5,203,Open,198.01512541123367
"45.52373453,-122.6372065",Paadee,Thai,6 SE 28th Ave,$$,4.0,574,Open,110.10714321558453
"45.52373453,-122.6372065",Stammtisch,German,401 NE 28th Ave,$$,4.5,517,Open,237.53723048363685
"45.52373453,-122.6372065",Montelupo Italian Market,Italian,344 NE 28th Ave,$$,4.0,184,Open,214.21074876236054
"45.52373453,-122.6372065",Tusk,Middle Eastern,2448 East Burnside St,$$,4.0,556,Open,282.2644071001694
"45.52373453,-122.6372065",La Buca,Italian,40 NE 28th Ave,$$,4.0,408,Open,32.1520848529338
"45.52373453,-122.6372065",Pambiche,Cuban,2811 NE Glisan St,$$,4.0,1635,Open,320.65171342766416
"45.52373453,-122.6372065",Navarre,Italian,10 NE 28th Ave,$$,4.0,447,Open,67.80852241305428
"45.52373453,-122.6372065",The Sudra,Indian,28 NE 28th Ave,n/a,4.5,50,Open,40.46168755216557
"45.52373453,-122.6372065",Ken's Artisan Pizza,Pizza,304 SE 28th Ave,$$,4.5,893,Open,348.3849988134601
"45.52373453,-122.6372065",Cheese & Crack Snack Shop,Cheese Shops,22 SE 28th Ave,$$,4.5,547,Open,143.68656737880937
"45.52373453,-122.6372065",Flying Fish Company,Seafood Markets,3004 East Burnside St,$$,4.5,362,Open,232.92661922198226
"45.52373453,-122.6372065",The Sudra,Vegan,28 NE 28th Ave,$$,4.0,464,Open,38.24437890413807
"45.52373453,-122.6372065",Ate-Oh-Ate,Hawaiian,2454 E Burnside St,$$,4.0,580,Open,267.63745346668117
"45.52373453,-122.6372065",Bull Run Pizza,Pizza,108 NE 28th Ave,n/a,5.0,44,Open,13.53808079783346
"45.52373453,-122.6372065",Laurelhurst Market,Steakhouses,3155 E Burnside St,$$$,4.0,1311,Open,407.4074374395546
"45.52373453,-122.6372065",Beulahland,Bars,118 NE 28th Ave,$,4.0,249,Open,25.924481597067185
"45.52373453,-122.6372065",Epif,Latin American,404 NE 28th Ave,$$,4.5,152,Open,241.22599644683555
"45.52536699,-122.6725459",Lechon,Tapas Bars,113 SW Naito Pkwy,$$$,4.5,1825,Open,470.63406687608165
"45.52536699,-122.6725459",Mother’s Bistro & Bar,Breakfast & Brunch,121 SW 3rd Ave,$$,4.5,4973,Open,366.4130396244386
"45.52536699,-122.6725459",Luc Lac,Vietnamese,835 SW 2nd Ave,$$,4.0,4096,Open,967.9969902693787
"45.52536699,-122.6725459",Portland City Grill,American (New),111 SW 5th Ave,$$$,4.0,3340,Open,439.4511907896456
"45.52536699,-122.6725459",Kasbah Moroccan Cafe,Moroccan,201 NW Davis St,$$,5.0,372,Open,78.39553413738258
"45.52536699,-122.6725459",Mediterranean Exploration Company,Mediterranean,333 NW 13th Ave,$$,4.5,951,Open,929.439097196157
"45.52536699,-122.6725459",Deschutes Brewery Portland Public House,Brewpubs,210 NW 11th Ave,$$,4.0,3487,Open,731.3787203842331
"45.52536699,-122.6725459",Andina,Wine Bars,1314 NW Glisan St,$$$,4.5,3242,Open,944.3463905987816
"45.52536699,-122.6725459",Buranko Cafe & Bar,Asian Fusion,108 SW Pine St,$$,4.5,184,Open,475.6880841134148
"45.52536699,-122.6725459",Tope,Bars,15 NW 4th Ave,$$,4.0,264,Open,276.6371493325436
"45.52536699,-122.6725459",Screen Door Pearl District,Southern,1131 NW Couch St,$$,4.5,682,Open,809.5119694691695
"45.52536699,-122.6725459",Q Restaurant & Bar,American (New),828 SW 2nd Ave,$$$,4.5,929,Open,972.7748219785419
"45.52536699,-122.6725459",Lan Su Chinese Garden,Botanical Gardens,239 NW Everett St,n/a,4.5,664,Open,42.48091377905369
"45.52536699,-122.6725459",Raven’s Manor,Cocktail Bars,235 SW 1st Ave,$$,4.5,278,Open,502.3265406603587
"45.52536699,-122.6725459",Portland Burger,Burgers,304 SW 2nd Ave,$$,4.5,629,Open,551.5102298612085
"45.52536699,-122.6725459",AFURI ramen + dumpling,Ramen,50 SW 3rd Ave,$$,4.0,605,Open,342.8632561151991
"45.52536699,-122.6725459",Olympia Provisions,American (New),107 SE Washington St,$$,4.5,1094,Open,953.3125050327621
"45.52536699,-122.6725459",Old Town Pizza & Brewing,Pizza,226 NW Davis St,$$,3.5,460,Open,108.61155277699879
"45.52536699,-122.6725459",Tangier Moroccan & Mediterranean Cuisine,Moroccan,221 SW Pine St,$$,4.5,449,Open,437.22913484882355
"45.52536699,-122.6725459",kann,Caribbean,548 SE Ash St,n/a,4.5,202,Open,1085.0209436242435
"45.52976024,-122.6966429",The Fireside,American (New),801 NW 23rd Ave,$$,4.0,460,Open,211.67241463717698
"45.52976024,-122.6966429",Bamboo Sushi,Sushi Bars,836 NW 23rd Ave,$$,4.5,830,Open,167.39651627711635
"45.52976024,-122.6966429",Serratto,Italian,2112 NW Kearney St,$$$,4.0,717,Open,171.28845196916683
"45.52976024,-122.6966429",G-Love,American (New),1615 NW 21st Ave,n/a,4.5,309,Open,532.653799871101
"45.52976024,-122.6966429",Caffe Mingo,Italian,807 NW 21st Ave,$$,4.0,274,Open,176.25966112626892
"45.52976024,-122.6966429",Papa Haydn Northwest,American (New),701 NW 23rd Ave,$$,4.0,1315,Open,266.87380259129276
"45.52976024,-122.6966429",Bibi2go,Korean,1019 NW 23rd Ave,$,4.5,329,Open,169.0218863019143
"45.52976024,-122.6966429",Red Onion Thai Cuisine,Thai,1037 NW 23rd Ave,$$,4.0,608,Open,183.1452292206819
"45.52976024,-122.6966429",Mediterranean Exploration Company,Mediterranean,333 NW 13th Ave,$$,4.5,951,Open,1057.5564759214844
"45.52976024,-122.6966429",Andina,Wine Bars,1314 NW Glisan St,$$$,4.5,3242,Open,1013.423194044768
"45.52976024,-122.6966429",Bantam Tavern,Brewpubs,922 NW 21st Ave,$$,4.5,83,Open,177.96928057124876
"45.52976024,-122.6966429",Top Burmese,Burmese,413 NW 21st Ave,$$,4.5,399,Open,463.84267134940393
"45.52976024,-122.6966429",Carina Lounge,Mediterranean,410 NW 21st Ave,$$,4.5,207,Open,486.6340313756239
"45.52976024,-122.6966429",Bar West,Cocktail Bars,1221 NW 21st Ave,$$,4.5,98,Open,259.1028768437921
"45.52976024,-122.6966429",Salt & Straw,Ice Cream & Frozen Yogurt,838 NW 23rd Ave,$$,4.5,4207,Open,154.7139532471438
"45.52976024,-122.6966429",Jo Bar & Rotisserie,American (New),715 NW 23rd Ave,$$,4.0,262,Open,259.37114726290264
"45.52976024,-122.6966429",Thai Bloom!,Thai,333 NW 23rd Ave,$$,4.5,646,Open,515.8912667647656
"45.52976024,-122.6966429",Ling Garden Chinese Restaurant,Chinese,931 NW 21st Ave,$$,4.0,281,Open,148.60724066749538
"45.52976024,-122.6966429",Marrakesh Restaurant,Moroccan,1201 NW 21st Ave,$$,4.0,585,Open,231.01770321675923
"45.52976024,-122.6966429",Swagat Indian Cuisine,Indian,2074 NW Lovejoy St,$$,4.0,549,Open,199.6807289291858
"45.53232501,-122.6824299",Can Font,Spanish,1015 NW Northrup St,$$,4.0,254,Open,105.03310999003679
"45.53232501,-122.6824299",Yama Sushi & Sake Bar,Sushi Bars,926 NW 10th Ave,$$,4.0,953,Open,312.91909412809105
"45.53232501,-122.6824299",Andina,Wine Bars,1314 NW Glisan St,$$$,4.5,3242,Open,687.5225689326637
"45.53232501,-122.6824299",Mediterranean Exploration Company,Mediterranean,333 NW 13th Ave,$$,4.5,951,Open,770.6822978504731
"45.53232501,-122.6824299",Via Delizia,Italian,1105 NW Marshall St,$$,4.0,345,Open,154.3026206906144
"45.53232501,-122.6824299",Carlita's - Portland,Tacos,1101 NW Northrup St,$$,4.0,231,Open,79.51836928180406
"45.53232501,-122.6824299",The Fields Bar & Grill,American (Traditional),1139 NW 11th Ave,$$,4.0,410,Open,114.36348196048542
"45.53232501,-122.6824299",Deschutes Brewery Portland Public House,Brewpubs,210 NW 11th Ave,$$,4.0,3487,Open,856.9591597758804
"45.53232501,-122.6824299",Screen Door Pearl District,Southern,1131 NW Couch St,$$,4.5,682,Open,948.6018433514857
"45.53232501,-122.6824299",G-Love,American (New),1615 NW 21st Ave,n/a,4.5,309,Open,1012.286366883101
"45.53232501,-122.6824299",Jojo,American (Traditional),902 NW 13th Ave,$$,4.0,171,Open,338.5513832028849
"45.53232501,-122.6824299",Piazza Italia,Italian,1129 NW Johnson St,$$,4.0,1071,Open,396.06339274849273
"45.53232501,-122.6824299",Piattino,Italian,1140 NW Everett St,$$,4.0,524,Open,817.3757750882304
"45.53232501,-122.6824299",Carina Lounge,Mediterranean,410 NW 21st Ave,$$,4.5,207,Open,1171.287523455582
"45.53232501,-122.6824299",Top Burmese,Burmese,413 NW 21st Ave,$$,4.5,399,Open,1192.6754033664836
"45.53232501,-122.6824299",Momoyama,Sushi Bars,1022 NW Johnson St,$$$,4.0,128,Open,423.39954677688496
"45.53232501,-122.6824299",Arden ,American (New),417 NW 10th Ave,$$$,4.5,191,Open,697.3111029685073
"45.53232501,-122.6824299",The Triple Lindy,American (Traditional),1000 NW 17th Ave,$$,4.5,90,Open,511.1428830799183
"45.53232501,-122.6824299",Janken,Japanese,250 NW 13th Ave,$$$$,4.5,208,Open,820.352940557765
"45.53232501,-122.6824299",Please Louise,Pizza,1505 NW 21st Ave,$$,4.5,207,Open,989.7710797562925
"45.52196048,-122.6896772",Gilda's Italian Restaurant,Italian,1601 SW Morrison St,$$,4.5,602,Open,111.00816635692533
"45.52196048,-122.6896772",Mediterranean Exploration Company,Mediterranean,333 NW 13th Ave,$$,4.5,951,Open,568.3769237112881
"45.52196048,-122.6896772",Gracie's,American (New),729 SW 15th Ave,$$,4.0,342,Open,184.2510890337436
"45.52196048,-122.6896772",The Soop,Salad,1902 W Burnside St,$$,5.0,112,Open,102.11992852071504
"45.52196048,-122.6896772",Andina,Wine Bars,1314 NW Glisan St,$$$,4.5,3242,Open,627.0023632470196
"45.52196048,-122.6896772",Deschutes Brewery Portland Public House,Brewpubs,210 NW 11th Ave,$$,4.0,3487,Open,676.3570535018082
"45.52196048,-122.6896772",Lil' Shalom,Mediterranean,1128 SW Alder St,$$,4.5,547,Open,491.1221483839846
"45.52196048,-122.6896772",Screen Door Pearl District,Southern,1131 NW Couch St,$$,4.5,682,Open,581.1811895307959
"45.52196048,-122.6896772",Mox Boarding House - Portland,Tabletop Games,1938 W Burnside St,$$,4.5,108,Open,140.9837958257517
"45.52196048,-122.6896772",Jake's Famous Crawfish,Seafood,401 SW 12th Ave,$$$,4.0,1850,Open,485.6406769685888
"45.52196048,-122.6896772",Carina Lounge,Mediterranean,410 NW 21st Ave,$$,4.5,207,Open,546.9930252875474
"45.52196048,-122.6896772",Top Burmese,Burmese,413 NW 21st Ave,$$,4.5,399,Open,578.0370807130058
"45.52196048,-122.6896772",Grassa,Italian,1205 SW Washington St,$$,4.0,2018,Open,492.07198962179734
"45.52196048,-122.6896772",Southpark Seafood,Seafood,901 SW Salmon St,$$$,4.0,1549,Open,716.6860481110633
"45.52196048,-122.6896772",Cheryl’s on 12th,Breakfast & Brunch,1135 SW Washington St,$$,4.5,2506,Open,502.45301903833825
"45.52196048,-122.6896772",Piattino,Italian,1140 NW Everett St,$$,4.0,524,Open,623.529342590834
"45.52196048,-122.6896772",Driftwood Room,Lounges,729 SW 15th Ave,$$,4.5,312,Open,184.70428947502788
"45.52196048,-122.6896772",Khao San Pearl,Tapas/Small Plates,1435 NW Flanders St,$$,4.0,707,Open,513.7004816518346
"45.52196048,-122.6896772",HunnyMilk,Breakfast & Brunch,1981 W Burnside St,$$,4.5,411,Open,237.21430312183486
"45.52196048,-122.6896772",Thai Bloom!,Thai,333 NW 23rd Ave,$$,4.5,646,Open,791.9352169078352
"45.51299715,-122.6567262",Nicholas Restaurant,Mediterranean,1109 SE Madison St,$$,4.0,1357,Open,178.3493710596472
"45.51299715,-122.6567262",Kachka,Russian,960 SE 11th Ave,$$$,4.5,1111,Open,350.12899357913665
"45.51299715,-122.6567262",Pacific Pie Company,Bakeries,1520 SE 7th Ave,$,4.0,463,Open,183.86531190014546
"45.51299715,-122.6567262",AFURI IZAKAYA,Ramen,923 SE 7th Ave,$$,4.0,1002,Open,380.70393182133694
"45.51299715,-122.6567262",Lardo,Sandwiches,1212 SE Hawthorne St,$$,4.0,1351,Open,299.80344926228645
"45.51299715,-122.6567262",XinhXinh Vietnamese Bistro,Vietnamese,970 SE Madison St,$$,4.5,200,Open,75.2938152939426
"45.51299715,-122.6567262",Teote House Cafe,Venezuelan,1615 SE 12th Ave,$$,4.0,874,Open,296.66896888764484
"45.51299715,-122.6567262",Wasabi Sushi,Sushi Bars,980 SE Madison St,$,4.0,193,Open,76.07067733090032
"45.51299715,-122.6567262",Birdie Time Pub,Mini Golf,925 SE Main St,n/a,4.5,160,Open,117.85020245096554
"45.51299715,-122.6567262",Olympia Provisions,American (New),107 SE Washington St,$$,4.5,1094,Open,893.6717032419135
"45.51299715,-122.6567262",Que Pasa Cantina,Mexican,1408 SE 12th Ave,$$,4.0,368,Open,260.3788701861586
"45.51299715,-122.6567262",Chicken and Guns,Food Stands,1207 SE Hawthorne Blvd,$$,4.0,509,Open,256.34172179311037
"45.51299715,-122.6567262",Nostrana,Italian,1401 SE Morrison St,$$$,4.0,1130,Open,682.1085472071068
"45.51299715,-122.6567262",Straightaway,Distilleries,901 SE Hawthorne Blvd,n/a,5.0,53,Open,74.97494256248385
"45.51299715,-122.6567262",Shalom Y'all Restaurant,Middle Eastern,117 SE Taylor St,$$,4.5,346,Open,659.5857205539448
"45.51299715,-122.6567262",White Owl Social Club,Lounges,1305 SE 8th Ave,$$,3.0,475,Open,112.02263026416045
"45.51299715,-122.6567262",kann,Caribbean,548 SE Ash St,n/a,4.5,202,Open,954.2004774352488
"45.51299715,-122.6567262",Scotch Lodge,Cocktail Bars,215 SE 9th Ave,$$,4.5,157,Open,928.5084257989973
"45.51299715,-122.6567262",Pelmeni Pelmeni,Russian,1080 SE Madison St,n/a,4.5,66,Open,113.1176582408636
"45.51299715,-122.6567262",Helium Comedy Club,Comedy Clubs,1510 SE 9th Ave,$$,3.0,402,Open,112.18971833764253
"45.52374151,-122.6818129",Deschutes Brewery Portland Public House,Brewpubs,210 NW 11th Ave,$$,4.0,3487,Open,98.69096460531969
"45.52374151,-122.6818129",Screen Door Pearl District,Southern,1131 NW Couch St,$$,4.5,682,Open,68.77667935088711
"45.52374151,-122.6818129",Grassa,Italian,1205 SW Washington St,$$,4.0,2018,Open,216.46180750087433
"45.52374151,-122.6818129",Mediterranean Exploration Company,Mediterranean,333 NW 13th Ave,$$,4.5,951,Open,288.33097057991
"45.52374151,-122.6818129",Farmhouse Kitchen Thai Cuisine,Thai,121 NW 9th Ave,$$,4.0,530,Open,120.42052207823588
"45.52374151,-122.6818129",Piattino,Italian,1140 NW Everett St,$$,4.0,524,Open,163.3854305358237
"45.52374151,-122.6818129",Jake's Famous Crawfish,Seafood,401 SW 12th Ave,$$$,4.0,1850,Open,189.7975853167552
"45.52374151,-122.6818129",Janken,Japanese,250 NW 13th Ave,$$$$,4.5,208,Open,229.7177118464785
"45.52374151,-122.6818129",Cheryl’s on 12th,Breakfast & Brunch,1135 SW Washington St,$$,4.5,2506,Open,230.0162905922343
"45.52374151,-122.6818129",Eleni's Philoxenia,Greek,112 NW 9th Ave,$$,4.0,364,Open,163.00297227229922
"45.52374151,-122.6818129",Lechon,Tapas Bars,113 SW Naito Pkwy,$$$,4.5,1825,Open,901.9782982389412
"45.52374151,-122.6818129",Lil' Shalom,Mediterranean,1128 SW Alder St,$$,4.5,547,Open,331.81432155886034
"45.52374151,-122.6818129",Thai Peacock,Thai,219 SW 9th Ave,$$,4.0,1102,Open,168.18420720393806
"45.52374151,-122.6818129",Bamboo Sushi,Sushi Bars,404 SW 12th Ave,$$,4.0,727,Open,178.26274058709456
"45.52374151,-122.6818129",Andina,Wine Bars,1314 NW Glisan St,$$$,4.5,3242,Open,360.06783730612955
"45.52374151,-122.6818129",Luc Lac,Vietnamese,835 SW 2nd Ave,$$,4.0,4096,Open,909.7025111902373
"45.52374151,-122.6818129",Trattoria Gallo Nero,Italian,903 NW Everett St,$$,4.0,310,Open,205.09714667340697
"45.52374151,-122.6818129",Living Room Theaters,Cinema,341 SW 10th Ave,$$,4.0,604,Open,162.1136353670903
"45.52374151,-122.6818129",Von Ebert Brewing,Brewpubs,131 NW 13th Ave,$$,4.0,378,Open,219.88660098623896
"45.52374151,-122.6818129",Masu Sushi,Sushi Bars,406 SW 13th Ave,$$,4.0,758,Open,215.43121319885014
"45.52634601,-122.6941484",Top Burmese,Burmese,413 NW 21st Ave,$$,4.5,399,Open,67.59177619011339
"45.52634601,-122.6941484",Carina Lounge,Mediterranean,410 NW 21st Ave,$$,4.5,207,Open,67.19142077517965
