bike_station_location,name,main_category,address,price,rating,review_count,status,distance_away
"45.52181825,-122.7044079",Serratto,Italian,2112 NW Kearney St,$$$,4.0,717,Open,1098.7747243667693
"45.52181825,-122.7044079",Phil's Meat Market & Delicatessen,Meat Shops,17 NW 23rd Pl,$$,4.0,196,Open,436.0972915778824
"45.52181825,-122.7044079",Takibi,Japanese,2275 NW Flanders St,$$,4.0,107,Open,654.6824722497877
"45.52181825,-122.7044079",Bibi2go,Korean,1019 NW 23rd Ave,$,4.5,329,Open,1026.1876441702168
"45.52181825,-122.7044079",Salt & Straw,Ice Cream & Frozen Yogurt,838 NW 23rd Ave,$$,4.5,4207,Open,924.2160350500011
"45.52181825,-122.7044079",Caffe Mingo,Italian,807 NW 21st Ave,$$,4.0,274,Open,1099.893246410446
"45.52181825,-122.7044079",Portland Japanese Garden,Botanical Gardens,611 SW Kingston Ave,n/a,4.5,1313,Open,414.85715066612715
"45.52181825,-122.7044079",Jo Bar & Rotisserie,American (New),715 NW 23rd Ave,$$,4.0,262,Open,812.09060137699
"45.52181825,-122.7044079",The Boiling Bowl,Vietnamese,103 NW 21st Ave,$$,4.0,217,Open,803.3937141745022
"45.52181825,-122.7044079",Ken's Artisan Bakery,Bakeries,338 NW 21st Ave,$,4.5,915,Open,889.909861046093
"45.52181825,-122.7044079",Goose Hollow Inn,Gastropubs,1927 SW Jefferson St,$$,4.0,290,Open,903.3440163700252
"45.52181825,-122.7044079",International Rose Test Garden,Botanical Gardens,400 SW Kingston Ave,n/a,4.5,828,Open,329.4852713975585
"45.52862062,-122.6905073",Andina,Wine Bars,1314 NW Glisan St,$$$,4.5,3242,Open,526.643622759945
"45.52862062,-122.6905073",Mediterranean Exploration Company,Mediterranean,333 NW 13th Ave,$$,4.5,951,Open,581.3353896915892
"45.52862062,-122.6905073",Deschutes Brewery Portland Public House,Brewpubs,210 NW 11th Ave,$$,4.0,3487,Open,805.8067503260027
"45.52862062,-122.6905073",The Triple Lindy,American (Traditional),1000 NW 17th Ave,$$,4.5,90,Open,249.26274420346175
"45.52862062,-122.6905073",Carina Lounge,Mediterranean,410 NW 21st Ave,$$,4.5,207,Open,428.7054557917089
"45.52862062,-122.6905073",G-Love,American (New),1615 NW 21st Ave,n/a,4.5,309,Open,736.8496029011786
"45.52862062,-122.6905073",Cafe Nell,American (New),1987 NW Kearney St,$$,3.5,650,Open,162.20595440660594
"45.52862062,-122.6905073",Top Burmese,Burmese,413 NW 21st Ave,$$,4.5,399,Open,445.6026936102941
"45.52862062,-122.6905073",Screen Door Pearl District,Southern,1131 NW Couch St,$$,4.5,682,Open,811.4416851662098
"45.52862062,-122.6905073",Serratto,Italian,2112 NW Kearney St,$$$,4.0,717,Open,331.44892185078595
"45.52862062,-122.6905073",Bamboo Sushi,Sushi Bars,836 NW 23rd Ave,$$,4.5,830,Open,617.5860977330193
"45.52862062,-122.6905073",Khao San Pearl,Tapas/Small Plates,1435 NW Flanders St,$$,4.0,707,Open,463.40212331338745
"45.52862062,-122.6905073",Caffe Mingo,Italian,807 NW 21st Ave,$$,4.0,274,Open,326.88047347113564
"45.52862062,-122.6905073",Piattino,Italian,1140 NW Everett St,$$,4.0,524,Open,715.2356802894553
"45.52862062,-122.6905073",Thai Bloom!,Thai,333 NW 23rd Ave,$$,4.5,646,Open,730.6639203516388
"45.52862062,-122.6905073",Gilda's Italian Restaurant,Italian,1601 SW Morrison St,$$,4.5,602,Open,776.0807738056621
"45.52862062,-122.6905073",Papa Haydn Northwest,American (New),701 NW 23rd Ave,$$,4.0,1315,Open,645.9378469959636
"45.52862062,-122.6905073",Jake's Famous Crawfish,Seafood,401 SW 12th Ave,$$$,4.0,1850,Open,872.4113675954144
"45.52862062,-122.6905073",Fish Sauce,Vietnamese,407 NW 17th Ave,$$,4.0,302,Open,348.88797259277766
"45.52862062,-122.6905073",Bantam Tavern,Brewpubs,922 NW 21st Ave,$$,4.5,83,Open,318.83129502527817
"45.56250716,-122.5943702",Cully Central,Beer Gardens,4579 NE Cully Blvd,$$,5.0,208,Open,807.99244923053
"45.56250716,-122.5943702",Mgwalexs Hawaiian Grill,Food Trucks,4549 NE Cully Blvd,$,4.5,91,Open,904.7753970451568
"45.56250716,-122.5943702",Pinches Burros,Mexican,5745 NE Prescott St,$,4.5,70,Open,1005.9989503706144
"45.56250716,-122.5943702",Khao Niew - Lao Street Food,Street Vendors,4579 NE Cully Blvd,$,4.5,93,Open,804.2876788630433
"45.56250716,-122.5943702",Taqueria Los Tres Hermanos,Food Trucks,6712 NE Killingsworth St,n/a,5.0,1,Open,36.25188376706727
"45.56250716,-122.5943702",Angel Food & Fun,Mexican,5135 NE 60th Ave,$,4.5,186,Open,589.9421697064994
"45.56250716,-122.5943702",Lakeside Bar & Grill,American (Traditional),6233 NE 78th Ct,$$,4.0,74,Open,1185.132316229242
"45.56250716,-122.5943702",Mariscos el Malecon,Mexican,5800 NE Portland Hwy,$$,4.0,59,Open,856.6725398243346
"45.56250716,-122.5943702",Samo's Bistro & Market,Middle Eastern,7215 NE Prescott St,n/a,4.5,59,Open,887.8069595883194
"45.56250716,-122.5943702",Taqueria Mendoza,Mexican,6010 NE Killingsworth,$,4.5,14,Open,473.03344898561625
"45.56250716,-122.5943702",Three Fifty Cafe,Vietnamese,6205 NE Prescott St,n/a,5.0,16,Open,852.2881112036114
"45.56250716,-122.5943702",Gebeta Ethiopian bar & restaurant,Ethiopian,7620 NE Killingsworth St,n/a,5.0,14,Open,813.7411427525532
"45.56250716,-122.5943702",Nico's Cantina,Tacos,4318 NE Cully Blvd,$$,3.5,33,Open,1101.142631021189
"45.56250716,-122.5943702",V's Soul Food Shack,Soul Food,4549 NE 60th Ave,n/a,4.0,12,Open,858.4626069014083
"45.56250716,-122.5943702",Junior's Coffee,Coffee & Tea,7151 NE Prescott St,n/a,4.5,9,Open,855.5712089739453
"45.56250716,-122.5943702",Cully Park,Parks,5810 NE 72nd Ave,n/a,4.5,9,Open,525.4885936385051
"45.56250716,-122.5943702",Tacos el Guero,Mexican,4549 NE Cully Blvd,$,4.0,27,Open,881.4005797939733
"45.56250716,-122.5943702",Colwood Golf Center,Golf,7313 NE Columbia Blvd,n/a,3.5,35,Open,729.8995063857725
"45.56250716,-122.5943702",Kua Thai,Thai,4579 NE Cully Blvd,n/a,4.5,8,Open,803.6261785621064
"45.56250716,-122.5943702",Starbucks,Coffee & Tea,6020 NE Columbia Blvd,$$,3.5,17,Open,810.485528429111
"45.53677138,-122.61884",The Bulgogi DuKuhBee Noodles,Korean,4232 NE Sandy Blvd,$$,4.5,425,Open,71.08552248650108
"45.53677138,-122.61884",Chimcking,Chicken Wings,4118 NE Sandy Blvd,$$,4.5,89,Open,228.26112829177686
"45.53677138,-122.61884",Moon & Sixpence British Pub,Pubs,2014 NE 42nd Ave,$$,4.0,230,Open,88.62482565782767
"45.53677138,-122.61884",Gado Gado,Indonesian,1801 NE Cesar E Chavez Blvd,$$,4.0,260,Open,362.237499726489
"45.53677138,-122.61884",Happy Bibimbap House 2,Korean,4204 NE Halsey,$$,4.5,290,Open,359.8587591898319
"45.53677138,-122.61884",Killer Burger,Burgers,4644 NE Sandy Blvd,$$,4.0,880,Open,320.3789153845283
"45.53677138,-122.61884",Chin's Kitchen,Chinese,4126 NE Broadway St,$$,3.5,310,Open,247.5672033985431
"45.53677138,-122.61884",Doe Donuts,Donuts,4110 NE Sandy Blvd,$,4.5,744,Open,244.78127652474726
"45.53677138,-122.61884",Sams Hollywood Billiards,Pool Halls,1845 NE 41st Ave,$$,4.0,145,Open,192.62454569123128
"45.53677138,-122.61884",Sizzle Pie,Pizza,4144 NE Sandy Blvd,$,3.5,95,Open,173.1437094464326
"45.53677138,-122.61884",Aunt Tillie's Deli & Pub,Delis,2000 NE 42nd Ave,$,4.5,135,Open,76.12371562481225
"45.53677138,-122.61884",Teriyaki Town,Japanese,4434 NE Sandy Blvd,$,4.0,64,Open,122.72214702874282
"45.53677138,-122.61884",Vivienne Kitchen & Pantry,Wine Bars,4128 NE Sandy Blvd,$$,4.5,110,Open,190.6496237319577
"45.53677138,-122.61884",Laughing Planet,Salad,1914 NE 42nd Ave,$,4.0,51,Open,64.59665072769522
"45.53677138,-122.61884",Cabezon,Seafood,5200 NE Sacramento St,$$$,4.0,529,Open,792.876303578817
"45.53677138,-122.61884",Du's Grill,Japanese,5365 NE Sandy Blvd,$$,4.5,481,Open,981.4724297314335
"45.53677138,-122.61884",Shandong Restaurant,Chinese,3724 NE Broadway St,$$,3.5,777,Open,471.2550590467385
"45.53677138,-122.61884",Sushi Chiyo - Portland,Sushi Bars,4029 NE Sandy Blvd,$$,3.5,166,Open,271.2782366148094
"45.53677138,-122.61884",Bitter Rose Coffee Bar,Coffee & Tea,2035 NE 41st Ave,n/a,4.5,46,Open,218.02222498880596
"45.53677138,-122.61884",Zien Hong,Chinese,5314 NE Sandy Blvd,$$,4.0,481,Open,898.3677369106782
"45.53479718,-122.6686594",Ox,Argentine,2225 NE Martin Luther King Jr Blvd,$$$,4.5,1240,Open,736.7738544566815
"45.53479718,-122.6686594",PP Thai Food Cart,Thai,1825 N Williams Ave,n/a,5.0,28,Open,196.82985859569885
"45.53479718,-122.6686594",Pine State Biscuits,Breakfast & Brunch,125 NE Schuyler St,$$,4.0,737,Open,381.70582475312943
"45.53479718,-122.6686594",Shawarma Express,Mediterranean,1825 N Williams Ave.,$,4.5,63,Open,196.82985859569885
"45.53479718,-122.6686594",Ko Sisters Seoul Food,Korean,1825 N Williams Ave,n/a,4.0,96,Open,196.82985859569885
"45.53479718,-122.6686594",The Pocket Pub,Cocktail Bars,2719 NE 7th Ave,$$,4.5,180,Open,1139.873648740521
"45.53479718,-122.6686594",Yama Sushi & Sake Bar,Sushi Bars,926 NW 10th Ave,$$,4.0,953,Open,1117.8626703819464
"45.53479718,-122.6686594",Arden ,American (New),417 NW 10th Ave,$$$,4.5,191,Open,1390.7002232935158
"45.53479718,-122.6686594",Allora,Italian,504 NW 9th Ave,$$,4.0,337,Open,1252.3921455299012
"45.53479718,-122.6686594",Cliff’s PDX,Dive Bars,128 NE Russell St,$$,5.0,39,Open,778.366699210344
"45.53479718,-122.6686594",Black Water,Vegan,835 NE Broadway,$$,4.5,288,Open,926.8025126114468
"45.53479718,-122.6686594",Tamale Boy,Mexican,668 N Russell St,$$,4.5,163,Open,775.1807870885651
"45.53479718,-122.6686594",Smokin Fire Fish,Asian Fusion,2402 N Mississipi Ave,$$,4.5,255,Open,800.4377477552147
"45.53479718,-122.6686594",Wheat Bay,Chinese,1618 NE 6th Ave,$$,4.5,43,Open,728.1576306879374
"45.53479718,-122.6686594",Metropolitan Tavern,American (New),1021 NE Grand Ave,$$,3.5,120,Open,759.5122241329921
"45.53479718,-122.6686594",Gluten Free Gem,Bakeries,140 NE Broadway St,$,4.5,174,Open,370.65114898779353
"45.53479718,-122.6686594",Ovation Coffee & Tea,Breakfast & Brunch,941 NW Overton St,$,4.5,853,Open,1023.0496325725227
"45.53479718,-122.6686594",Izakaya Kichinto,Ramen,102 NE Russell St,$$,4.0,327,Open,757.2289107150891
"45.53479718,-122.6686594",Lottie and Zulas,Breakfast & Brunch,120 NE Russel St,n/a,4.5,64,Open,766.4512001733896
"45.53479718,-122.6686594",Killer Burger,Burgers,325 NE Russell St,$$,4.5,58,Open,860.1931749038336
"45.49787392,-122.6375156",Hopworks Brewery,Breweries,2944 SE Powell Blvd,$$,4.0,1186,Open,236.36610909436638
"45.49787392,-122.6375156",Jacqueline,Cocktail Bars,2039 SE Clinton St,$$,4.5,381,Open,846.7497819587702
"45.49787392,-122.6375156",Quaintrelle,American (New),2032 SE Clinton St,$$$,4.5,215,Open,833.9439535383214
"45.49787392,-122.6375156",Rudy's Gourmet Pizza,Pizza,2443 SE Powell Blvd,$$,4.0,458,Open,269.44906168871506
"45.49787392,-122.6375156",Casa Italia On Division,Italian,3035 SE Division St,$$,4.5,409,Open,842.3191982208718
"45.49787392,-122.6375156",Kati Portland,Thai,2932 SE Division St,$$,4.5,433,Open,773.3818393446869
"45.49787392,-122.6375156",Magna Kusina,Filipino,2525 SE Clinton St,$$,4.5,185,Open,654.1105044471666
"45.49787392,-122.6375156",PDX Sliders,Burgers,3111 SE Division St,$$,4.5,483,Open,842.3043614138422
"45.49787392,-122.6375156",Ava Gene's,American (New),3377 SE Division St,$$$,4.0,733,Open,989.7754130449125
"45.49787392,-122.6375156",Nuestra Cocina,Mexican,2135 SE Division St,$$,4.5,621,Open,934.6374429609526
"45.49787392,-122.6375156",Cibo,Italian,3539 SE Division St,$$,4.0,541,Open,1088.9501260778761
"45.49787392,-122.6375156",Broder Café,Scandinavian,2508 SE Clinton St,$$,4.5,1366,Open,624.7093233334421
"45.49787392,-122.6375156",Mestizo,Latin American,2910 SE Division St,$$,4.5,168,Open,775.8626371137724
"45.49787392,-122.6375156",Bollywood Theater,Indian,3010 SE Division St,$$,4.0,773,Open,803.3865421546903
"45.49787392,-122.6375156",Rocio's,Mexican,2850 SE Gladstone St,$$,4.0,335,Open,529.0566679938297
"45.49787392,-122.6375156",C Bar,Breakfast & Brunch,2886 SE Gladstone St,$$,4.0,352,Open,537.1960531269149
"45.49787392,-122.6375156",Yama Sushi & Izakaya,Sushi Bars,2038 SE Clinton St,$$,4.0,513,Open,826.8614557587483
"45.49787392,-122.6375156",Scottie's Pizza Parlor SE,Pizza,2128 SE Division St,$$,4.5,387,Open,905.7921122647269
"45.49787392,-122.6375156",Taqueria El Paisano,Tacos,2929 SE Powell Blvd,n/a,4.5,16,Open,182.524941804326
"45.49787392,-122.6375156",Salsas Locas - Tortilleria Y Tienda DeLeon's,Mexican,4512 SE 28th Ave,$$,4.5,211,Open,871.1096801056258
"45.53689808,-122.6199692",The Bulgogi DuKuhBee Noodles,Korean,4232 NE Sandy Blvd,$$,4.5,425,Open,93.7602526482055
"45.53689808,-122.6199692",Gado Gado,Indonesian,1801 NE Cesar E Chavez Blvd,$$,4.0,260,Open,284.38681226819693
"45.53689808,-122.6199692",Chimcking,Chicken Wings,4118 NE Sandy Blvd,$$,4.5,89,Open,184.26859162939246
"45.53689808,-122.6199692",Moon & Sixpence British Pub,Pubs,2014 NE 42nd Ave,$$,4.0,230,Open,53.50281634022999
"45.53689808,-122.6199692",Happy Bibimbap House 2,Korean,4204 NE Halsey,$$,4.5,290,Open,361.3426147182277
"45.53689808,-122.6199692",Chin's Kitchen,Chinese,4126 NE Broadway St,$$,3.5,310,Open,221.86484691138085
"45.53689808,-122.6199692",Doe Donuts,Donuts,4110 NE Sandy Blvd,$,4.5,744,Open,201.8255652818613
"45.53689808,-122.6199692",Sams Hollywood Billiards,Pool Halls,1845 NE 41st Ave,$$,4.0,145,Open,114.97886707127113
"45.53689808,-122.6199692",Sizzle Pie,Pizza,4144 NE Sandy Blvd,$,3.5,95,Open,133.31020970696167
"45.53689808,-122.6199692",Killer Burger,Burgers,4644 NE Sandy Blvd,$$,4.0,880,Open,395.3601230743609
"45.53689808,-122.6199692",Aunt Tillie's Deli & Pub,Delis,2000 NE 42nd Ave,$,4.5,135,Open,35.78907265430956
"45.53689808,-122.6199692",Laughing Planet,Salad,1914 NE 42nd Ave,$,4.0,51,Open,25.480577641006402
"45.53689808,-122.6199692",Vivienne Kitchen & Pantry,Wine Bars,4128 NE Sandy Blvd,$$,4.5,110,Open,150.5656803684383
"45.53689808,-122.6199692",Teriyaki Town,Japanese,4434 NE Sandy Blvd,$,4.0,64,Open,206.7673582769801
"45.53689808,-122.6199692",Shandong Restaurant,Chinese,3724 NE Broadway St,$$,3.5,777,Open,400.23481371453556
"45.53689808,-122.6199692",Cabezon,Seafood,5200 NE Sacramento St,$$$,4.0,529,Open,867.6341337221141
"45.53689808,-122.6199692",Sushi Chiyo - Portland,Sushi Bars,4029 NE Sandy Blvd,$$,3.5,166,Open,212.33634933292535
"45.53689808,-122.6199692",Du's Grill,Japanese,5365 NE Sandy Blvd,$$,4.5,481,Open,1052.6211185396835
"45.53689808,-122.6199692",Fleur De Lis Bakery & Cafe,Bakeries,3930 NE Hancock St,$$,3.5,226,Open,183.31160864676914
"45.53689808,-122.6199692",Bitter Rose Coffee Bar,Coffee & Tea,2035 NE 41st Ave,n/a,4.5,46,Open,135.95903833143348
"45.51556831,-122.6738924",Luc Lac,Vietnamese,835 SW 2nd Ave,$$,4.0,4096,Open,189.56008371881936
"45.51556831,-122.6738924",Q Restaurant & Bar,American (New),828 SW 2nd Ave,$$$,4.5,929,Open,162.61326629994298
"45.51556831,-122.6738924",Lechon,Tapas Bars,113 SW Naito Pkwy,$$$,4.5,1825,Open,684.8388153509643
"45.51556831,-122.6738924",Bottle + Kitchen,American (Traditional),50 SW Morrison St,$$,4.0,247,Open,212.92899874748207
"45.51556831,-122.6738924",Mother’s Bistro & Bar,Breakfast & Brunch,121 SW 3rd Ave,$$,4.5,4973,Open,736.983259692468
"45.51556831,-122.6738924",Urban Farmer,Steakhouses,525 SW Morrison St,$$,4.0,1113,Open,523.477452316766
"45.51556831,-122.6738924",Olympia Provisions,American (New),107 SE Washington St,$$,4.5,1094,Open,841.5494391550202
"45.51556831,-122.6738924",Portland Burger,Burgers,304 SW 2nd Ave,$$,4.5,629,Open,543.8454542630302
"45.51556831,-122.6738924",Portland City Grill,American (New),111 SW 5th Ave,$$$,4.0,3340,Open,756.4473684291299
"45.51556831,-122.6738924",King Tide Fish and Shell,Seafood,1510 SW Harbor Way,$$,4.0,246,Open,498.3746026390046
"45.51556831,-122.6738924",Screen Door Pearl District,Southern,1131 NW Couch St,$$,4.5,682,Open,1143.2624624788355
"45.51556831,-122.6738924",Southpark Seafood,Seafood,901 SW Salmon St,$$$,4.0,1549,Open,715.9792868257736
"45.51556831,-122.6738924",Buranko Cafe & Bar,Asian Fusion,108 SW Pine St,$$,4.5,184,Open,626.7413922160695
"45.51556831,-122.6738924",Raven’s Manor,Cocktail Bars,235 SW 1st Ave,$$,4.5,278,Open,602.6690093375837
"45.51556831,-122.6738924",Huber's Cafe,American (Traditional),411 SW 3rd St,$$,4.0,1180,Open,504.7713569910974
"45.51556831,-122.6738924",Sensei Sushi Bar & Grill,Sushi Bars,710 SW 2nd Ave,$$,4.0,244,Open,241.16708008136823
"45.51556831,-122.6738924",Shalom Y'all Restaurant,Middle Eastern,117 SE Taylor St,$$,4.5,346,Open,731.7247415158116
"45.51556831,-122.6738924",Killer Burger,Burgers,510 SW 3rd Ave,$$,4.0,878,Open,453.01603980988637
"45.51556831,-122.6738924",Kizuki Ramen & Izakaya,Ramen,827 SW 2nd Ave,n/a,4.5,75,Open,198.88668149530534
"45.51556831,-122.6738924",Departure,Bars,525 SW Morrison St,$$$,3.5,1717,Open,521.3136297443203
"45.50350608,-122.6110657",Bete-Lukas Ethiopian Restaurant,Ethiopian,2504 SE 50th Ave,$$,4.5,512,Open,140.99997106793086
"45.50350608,-122.6110657",DC Vegetarian,American (Traditional),5026 SE Division St,$$,4.5,141,Open,193.87452642015236
"45.50350608,-122.6110657",Tokio Table,Sushi Bars,4768 SE Division St,$$,4.0,320,Open,240.35672442234568
"45.50350608,-122.6110657",MeKha Grill,Vietnamese,4912 SE Division St,$$,4.5,167,Open,195.68758845030345
"45.50350608,-122.6110657",Petite Provence,French,4834 SE Division St,$$,4.0,701,Open,199.81989076182344
"45.50350608,-122.6110657",The Doghouse PDX,Food Trucks,5029 Se Division St,$,4.5,169,Open,228.81097373747352
"45.50350608,-122.6110657",Leroy's Familiar Vittles,Barbeque,4847 SE Division St,$,4.0,83,Open,238.37893692250623
"45.50350608,-122.6110657",Siri Thai,Thai,5234 SE Powell Blvd,$$,4.5,496,Open,727.4701064523091
"45.50350608,-122.6110657",The Landmark Saloon,Bars,4847 SE Division St,$,4.5,136,Open,238.37893692250623
"45.50350608,-122.6110657",Garden Monsters,Food Trucks,5029 SE Division St,$$,4.0,162,Open,226.0537944403678
"45.50350608,-122.6110657",Kim Jong Grillin',Korean,4606 SE Division St,$$,4.0,365,Open,356.22971938193376
"45.50350608,-122.6110657",Sapphire Hotel,Lounges,5008 SE Hawthorne Blvd,$$,4.5,487,Open,929.1308678207905
"45.50350608,-122.6110657",Matt's BBQ Tacos,Food Trucks,2216 SE 50th Ave,$$,4.5,222,Open,396.87634176885445
"45.50350608,-122.6110657",My Vice Food & Spirits,American (New),2035 SE Cesar Chavez Blvd,$$,4.5,110,Open,1064.9228991778243
"45.50350608,-122.6110657",Dwaraka Indian Cuisine,Indian,3962 SE Hawthorne Blvd,$$,4.0,556,Open,1231.8296385354204
"45.50350608,-122.6110657",Rangoon Bistro,Burmese,2311 SE 50th,n/a,4.5,71,Open,397.54872609772667
"45.50350608,-122.6110657",Baka Umai,Noodles,4703 SE Hawthorne Blvd,n/a,4.5,164,Open,997.3880035869182
"45.50350608,-122.6110657",Thunderbird,Bars,5339 SE Foster Rd,$$,4.5,90,Open,966.5521157264769
"45.50350608,-122.6110657",Bamboo House,Vietnamese,4005 SE Hawthorne Blvd,$$,4.5,157,Open,1259.6562032168913
"45.50350608,-122.6110657",Nakhon Sawan Thai Restaurant,Thai,4147 SE Division St,n/a,4.5,58,Open,672.1572610325984
"45.5301398,-122.6546824",Nong's Khao Man Gai,Thai,609 SE Ankeny St,$$,4.5,2159,Open,941.2753212120646
"45.5301398,-122.6546824",Canard,Wine Bars,734 E Burnside,$$,4.5,436,Open,858.013470028336
"45.5301398,-122.6546824",Le Pigeon,French,738 E Burnside St,$$$,4.5,1324,Open,853.5582618807636
"45.5301398,-122.6546824",kann,Caribbean,548 SE Ash St,n/a,4.5,202,Open,1064.9173677919946
"45.5301398,-122.6546824",NORMANDIE,Seafood,1005 SE Ankeny St,$$$,4.5,233,Open,869.9716709254315
"45.5301398,-122.6546824",Scotch Lodge,Cocktail Bars,215 SE 9th Ave,$$,4.5,157,Open,992.1618408755933
"45.5301398,-122.6546824",Gather Food & Drink,Lounges,1000 NE Multnomah St,$$,3.5,83,Open,98.5664525967972
"45.5301398,-122.6546824",Bluefin Tuna & Sushi,Sushi Bars,1337 NE Broadway St,$$$,4.5,244,Open,605.5125750607882
"45.5301398,-122.6546824",Blossoming Lotus,Vegan,1713 NE 15th Ave,$$,4.5,1305,Open,666.9619652470054
"45.5301398,-122.6546824",Noble Rot,Wine Bars,1111 E Burnside St,$$$,4.0,700,Open,803.1676999611045
"45.5301398,-122.6546824",Wa Kitchen Kuu,Japanese,125 NE Martin Luther King Jr Blvd,$$,4.5,169,Open,899.7042791203409
"45.5301398,-122.6546824",Jade Rabbit at The Emerald Room,Asian Fusion,2117 NE Oregon St,$$,4.5,327,Open,835.294803175292
"45.5301398,-122.6546824",Hey Love,Breakfast & Brunch,920 E Burnside St,$$,4.0,349,Open,828.0741430026682
"45.5301398,-122.6546824",Culmination Brewing,Breweries,2117 NE Oregon St,$$,4.5,183,Open,867.2085909011599
"45.5301398,-122.6546824",C'est Si Bon! Bistro+Vins,French,22 NE 7th Ave,$$,4.5,164,Open,808.3362273255674
"45.5301398,-122.6546824",Black Water,Vegan,835 NE Broadway,$$,4.5,288,Open,592.3795928592843
"45.5301398,-122.6546824",Petisco,Sandwiches,1411 NE Broadway,$$,4.5,390,Open,631.5862053288548
"45.5301398,-122.6546824",Bar Casa Vale,Tapas Bars,215 SE 9th Ave,$$$,4.0,230,Open,993.3891124512809
"45.5301398,-122.6546824",Metropolitan Tavern,American (New),1021 NE Grand Ave,$$,3.5,120,Open,499.8393630501837
"45.5301398,-122.6546824",Pastini,Italian,1426 NE Broadway St,$$,4.0,327,Open,622.6158618912048
"45.49334301,-122.6369745",Rocio's,Mexican,2850 SE Gladstone St,$$,4.0,335,Open,52.99423190337279
"45.49334301,-122.6369745",C Bar,Breakfast & Brunch,2886 SE Gladstone St,$$,4.0,352,Open,92.1061551805672
"45.49334301,-122.6369745",28 Tigers,Chinese,4105 SE 28th Ave,n/a,4.5,39,Open,58.23072728878184
"45.49334301,-122.6369745",Yoko's Japanese Restaurant,Japanese,2878 SE Gladstone St,$$,4.0,402,Open,73.06115630439211
"45.49334301,-122.6369745",Hopworks Brewery,Breweries,2944 SE Powell Blvd,$$,4.0,1186,Open,429.69277991254455
"45.49334301,-122.6369745",Salsas Locas - Tortilleria Y Tienda DeLeon's,Mexican,4512 SE 28th Ave,$$,4.5,211,Open,367.6956399043747
"45.49334301,-122.6369745",Rudy's Gourmet Pizza,Pizza,2443 SE Powell Blvd,$$,4.0,458,Open,646.0859633783381
"45.49334301,-122.6369745",Chop Shop PDX,Food Trucks,2889 SE Gladstone,n/a,5.0,10,Open,91.37073353945478
"45.49334301,-122.6369745",PORTLAND CÀ PHÊ,Coffee & Tea,2815 SE Holgate Blvd,$$,4.5,136,Open,319.05924731881163
"45.49334301,-122.6369745",Unicorn Bake Shop,Custom Cakes,2824 SE Gladstone St,n/a,4.5,96,Open,17.1009382367323
"45.49334301,-122.6369745",Holy Ghost Bar,Cocktail Bars,4107 SE 28th Ave,$$,4.0,75,Open,71.82209067762157
"45.49334301,-122.6369745",Red Sweet Korean Cuisine,Korean,5145 SE McLoughlin Blvd,$$,4.5,27,Open,1190.425418358614
"45.49334301,-122.6369745",Best Friend Juice Bar & Cafe,Juice Bars & Smoothies,2832 SE Gladstone St,n/a,4.5,41,Open,23.95451326136804
"45.49334301,-122.6369745",The Electric Pizza Company,Pizza,2730 SE Gladstone St,n/a,4.0,18,Open,74.59825735227473
"45.49334301,-122.6369745",PDX Thai Dining,Thai,2801 SE Holgate Blvd,n/a,4.5,65,Open,314.0903250389072
"45.49334301,-122.6369745",Broken Robot Coffee,Coffee Roasteries,2860 SE Gladstone St,$,5.0,36,Open,67.06100213342322
"45.49334301,-122.6369745",MAC’D,American (New),5145 SE McLoughlin Blvd,$$,4.0,204,Open,1191.4997699643868
"45.49334301,-122.6369745",808 Grinds - Food Cart,Food Trucks,5226 SE 26th Ave,$$,4.5,136,Open,958.4056045386488
"45.49334301,-122.6369745",Margalaxy,Desserts,2832 SE Gladstone,n/a,5.0,5,Open,23.954513259973872
"45.49334301,-122.6369745",DeNicola's Restaurant,Italian,3520 SE Powell Blvd,$$,3.5,392,Open,765.5743702990683
"45.49684155,-122.6276927",DeNicola's Restaurant,Italian,3520 SE Powell Blvd,$$,3.5,392,Open,57.64242432077733
"45.49684155,-122.6276927",Hopworks Brewery,Breweries,2944 SE Powell Blvd,$$,4.0,1186,Open,555.5526039582622
"45.49684155,-122.6276927",Casa Italia On Division,Italian,3035 SE Division St,$$,4.5,409,Open,1032.1519749760803
"45.49684155,-122.6276927",Ava Gene's,American (New),3377 SE Division St,$$$,4.0,733,Open,908.5163431815969
"45.49684155,-122.6276927",PDX Sliders,Burgers,3111 SE Division St,$$,4.5,483,Open,1006.3508226404339
"45.49684155,-122.6276927",Kati Portland,Thai,2932 SE Division St,$$,4.5,433,Open,1034.2307419164854
"45.49684155,-122.6276927",Magna Kusina,Filipino,2525 SE Clinton St,$$,4.5,185,Open,1203.757132159152
"45.49684155,-122.6276927",Cibo,Italian,3539 SE Division St,$$,4.0,541,Open,895.0767630134087
"45.49684155,-122.6276927",Bark City BBQ,Food Trucks,3582 SE Powell Blvd,$$,4.5,106,Open,82.76389653752192
"45.49684155,-122.6276927",Matt & Memere's,Southern,3582 SE Powell Blvd,$,4.5,54,Open,82.53124900810127
"45.49684155,-122.6276927",Noah Halal - Gyros & Shwarma,Food Trucks,3582 SE Powell Blvd,n/a,4.5,51,Open,72.23639934813384
"45.49684155,-122.6276927",Gladstone Street Pizza,Pizza,3813 SE Gladstone St,$$,4.0,226,Open,495.0572120891563
"45.49684155,-122.6276927",Mestizo,Latin American,2910 SE Division St,$$,4.5,168,Open,1063.251426315046
